city,term,tweet
New York,tacos,"@widestance @ShintoMaiden The ratchetness RT @BuzzFeed PST: Pumpkin Spice Tacos
http://t.co/zoMsM3LTM1 http://t.co/JAl1FrPzyh"
New York,tacos,"Yesterday's dinner

We went to「Kilo」🍴

It was good meatballs,tacos and Cast Iron… http://t.co/SwiHPb5Nbd"
New York,tacos,"Romo v Sanchez today aka #TheTacoBowl 
Now I want tacos."
New York,tacos,3 things that could have made the pilgrims 1st Thanksgiving better.Tacos and if Jesus and Ronald Reagan made an appearance #tipsfornexttime
New York,tacos,Is it weird that my mom made Mexican tacos for breakfast 😂😭 but of course for me with bacon 💕 http://t.co/5M81lTk3e2
New York,tacos,@118fern !!! I love tacos
New York,tacos,I had the best Mexican tacos omg they rival the ones from home 😛 and they came w guac!!!!
New York,tacos,This is why Tacos is my life!
New York,tacos,My own #birthday #menu #steak #tacos #slamin #foodporn #yummy #bennyblanco at #willieoscafe @ Willie… http://t.co/IC5UsPAsm3
New York,tacos,Nah just for whoever invented tacos RT @JyromeG: @PaaatLauren Lol Pat tf. Clearly not thankful for Jy
New York,tacos,So thankful for the person who created tacos and the person who created pizza ..... Y'all are truly godly!
New York,tacos,"@LaFortalezaMex yes it is, but your tacos sound even better rn"
New York,tacos,@Tristanblaine I have tacos
New York,tacos,Fish tacos over lunch date w a friend yesterday. @ Sarabeth's Park Ave. South http://t.co/TTImhgCcMQ
New York,tacos,“@o0hRelax: Really want tacos right now”rn rn
New York,tacos,"Threw together some tasty late-night #vegan tacos for this #TacoTuesday!

#WhatVegansEat #Vegan #Tacos #GoVegan http://t.co/4kLB6wCoiF"
New York,tacos,How good would some Cali fish tacos be right now. I wawwn it
New York,tacos,"Tonight is also the third night in a row where I've denied myself tacos. Get away from me, Seamless."
New York,tacos,I love Tacos
New York,tacos,I want TIRAMISU &amp; AUTHENTIC MEXICAN TACOS . 😡😡😡 #randomcravings
New York,tacos,"Quick taco before scotch (@ Otto's Tacos in New York, NY) https://t.co/m7wOrU7hUu"
New York,tacos,Yeah! Dinner with the Fellowship Group from redeemerdowntown ! DELISH tacos in Nolita. Love this area… http://t.co/uERkkXjFiH
New York,tacos,#tacotuesday #tacos #trivia #tonight two buck tacos !! All night #come save before thanksgiving!!! Two… http://t.co/DNovmT5lHM
New York,tacos,Tacos... On a Tuesday! #tacotuesday #alpastor #suadero #chorizo #doubledate #tacoappointment @ Mexico… http://t.co/PPchGlkOH7
New York,tacos,#Regram doscaminos ⁰Can't go wrong with tacos and tequila #doscaminos #nyc #nycfoodgals #tacotuesday @… http://t.co/JnC9HMakLK
New York,tacos,Tacos.... On a Tuesday! #tacotuesday #alpastor #suadero #chorizo #doubledate #tacoappointment @ Mexico… http://t.co/nEO7Tw303t
New York,tacos,EAT TACOS @ TACO TUESDAYS http://t.co/ngEm8Sve2W
New York,tacos,So happy my mom made tacos😄
New York,tacos,"Benny, we hardly knew ye . . .
#bennysburritos #nyc #EastVillage #gentrification #burritos 
#tacos… http://t.co/u0b0iOJr5Y"
New York,tacos,How long does it take to make 2 FUCKING tacos!
New York,tacos,TACO TACO TACO COME EAT TACOS #LUCKY7 @ TACO TUESDAYS http://t.co/H6QsALBDb3
New York,tacos,Today I found out that to get decent Mexican food in #nyc you have to go to Sunset Park. @ Tacos El… http://t.co/F1QqOdpAtq
New York,tacos,"""@ComedyOrTruth: all I hear in school.
ebola 
yeet
bruhh
whats 9+10
21
ebola
tacos
my anaconda don't 
ebola
bout a week ago 
alexfromtarget"
New York,tacos,@AbeBroman Tacos in San Diego have ruined tacos for me. Too good.
New York,food truck,"I'm at Ali's Fast Cooking Food Truck in Hoboken, NJ http://t.co/UF61KbLlTK"
New York,food truck,"So.... I get out of my NY Folklore course, and I notice a *NEW* food truck! 😳 (There are always… http://t.co/wgJroJKZVa"
New York,food truck,"""@IsraelinNewYork: Dear #NYC. There is now a shakshuka #food truck - @shukanyc on 32nd and Park. You're welcome"" @jakepulver"
New York,food truck,"@slymmpickens pickup at any food truck or fair/festival location. Keep on mind, truck is scheduled to be on the road in a month or less :)"
New York,food truck,RT @ksr_staff: “Let's Build a Kettle Corn NYC Food Truck! by Ken Nercessian” ☺ http://t.co/F60cWLw9RF
New York,food truck,"Let's Build a Kettle Corn NYC Food Truck, with your help we can make it happen! http://t.co/G4eHQp8pYm"
New York,food truck,"Let's Build a Kettle Corn NYC Food Truck will be a groundbreaking event, join the movement! http://t.co/5aOxnJBo3t"
New York,food truck,"Wow, what an amazing film &amp; soundtrack. Loved @ChefTheFilm. #chefcarlcasper heats up the kitchen &amp; food truck!"
New York,food truck,On a food truck? http://t.co/c2v5GRjwD1
New York,food truck,Guys nary a food truck for the 6.5 years that I was in midtown west: so excited (@ Milk Truck Grilled Cheese) https://t.co/CBe4MEuRCf
New York,food truck,"It's a food truck kind of day :) (@ Carl's Philly Cheesesteaks in New York, NY) https://t.co/0CYuL5GWIv"
New York,food truck,"I'm at Ali's Fast Cooking Food Truck in Hoboken, NJ http://t.co/sKxBaj09xj"
New York,dumplings,Almost choked on my Shrimp Dumplings az I listened 2 the black lady n Chineze guy said Really 9 times afta he told her prices when up again
New York,dumplings,holy shit why hasn't anyone told me about fried dumplings
New York,dumplings,Another surprising New York first #VanessasDumplings #bucketlist #affordableeats @ Vanessa's Dumplings http://t.co/ba8x0ySNdg
New York,dumplings,“@FrankieJGrande: @Lstrigs make sure we have enough edamame dumplings.” This is the dumbest fight ever .... 🔫🔫
New York,dumplings,Soup dumplings ❤️❤️
New York,dumplings,Tasty dumplings from a restaurant in the back of a Tibetan mobile shop...check. #queens #momo… http://t.co/Jd7AbQQRyK
New York,dumplings,Grilled Cheese Bacon Dumplings in Tomato Soup #nyc @ Beauty &amp; Essex http://t.co/zMuHkHoWxa
New York,dumplings,"Triple Mushroom Spring Rolls, Coconut Crusted Calamari, Chicken &amp; Shrimp Dumplings and Beef Tendon… http://t.co/EVKDEoBkaB"
New York,dumplings,I will travel for $1 dumplings ✌️😋 http://t.co/yAxHW7uj9E
New York,dumplings,Homemade chicken and dumplings @ Bronx NY USA http://t.co/eRAc8hZa2H
New York,dumplings,#Regram @zkell99 our #chefs making #dumplings! #BTS #HDREffect #ShopSmall and eat our dumplings… http://t.co/fCaot8e89i
New York,dumplings,"Overheard at Vanessa's Dumplings ""How does it feel to be less popular than George Bush"" ouch"
New York,dumplings,Back at Vanessa's Dumplings #heavenly
New York,dumplings,Our whole table of 12 just ditched hop kee to get $1 dumplings lawwwwd
New York,dumplings,Golden Krust always skimps on the dumplings in their chicken soup. 👊😠 http://t.co/LvgCsLZYAI
New York,dumplings,"lunch w Susie - starving. need dumplings immediately 😃🐷😱 (@ Lam Zhou Handmade Noodle in New York, NY) https://t.co/zbAd5jO0VC"
New York,dumplings,Dumplings off the #happyhour menu @ Noodle Bar were also good! #food #foodie #dinner #noodlebar #nyc @… http://t.co/mWWtzzUXN3
New York,dumplings,"Pizza, Chinese, then pizza! (@ Vanessa's Dumplings - @vanessadumpling in New York, NY) https://t.co/OGWQSVohO2"
New York,dumplings,some #Thanksgiving  #dumplings from @mimichengs #magical #amazing #foodiemagician #dumplingaddict @… http://t.co/ekvyepXT8K
New York,dumplings,"No, hardly a day goes by without dumplings... but these from @mimichengs are particularly yummy:… http://t.co/Df2B3NRfjQ"
New York,dumplings,"Apple dumplings. No, they are not gluten free. No, they are not sugar free. Yes, I baked them. And… http://t.co/4XWwH8QpSD"
New York,dumplings,"Trying some dim sum and dumplings. (@ Mottzar Kitchen in New York, NY) https://t.co/7xHpKuSfhO"
New York,dumplings,Then this sake bar with delicious edamame dumplings #thanksgivingnyc2014 #newyorkdiaries @ Decibel http://t.co/LxvEPxtp7W
New York,dumplings,Thanksgiving night. Brooklyn. Beyoncé. Jay. Dumplings. Dancing. Rel. JM. Fireball. Netflix. Etc.
New York,dumplings,Yeah so we had Chinese for Thanksgiving dinner...happy turkey day! #thankful #westvillage #dumplings @… http://t.co/ARw41p8MzG
New York,dumplings,Lunch in China town 👲🍜 I love dumplings 😻😛 http://t.co/iG7Mp7pV9l
New York,dumplings,"we still have more tameles, egg rolls, dumplings!
i love being hispanic &amp; asian 😭🙏"
New York,dumplings,No better cure for a rainy/sleety/snowy day than hot tea &amp; dumplings. @ Dumpling Galxy http://t.co/sH2rRTOEnz
New York,dumplings,Damn the Dumplings here are wack!
New York,dumplings,Happy Thanksgiving! “@mimichengs: Cutest dumpling ever enjoying our Thanksgiving #dumplings. 📷: @dimsumnyc. http://t.co/wXQyfJsR1T”
New York,dumplings,"Dragon Milk n dumplings (at @MacaoTradingCo. in New York, NY) https://t.co/7Rd5pknoTn http://t.co/l9tEHa1bfr"
New York,dumplings,Soup dumplings!!! #xiaolongbao #dumplings #dumplinglove #lunch #eeeeeats #emdailypic #hotsauce… http://t.co/DWGWR7W9pp
New York,dumplings,Lunchtime @mimichengs !!! @ Mimi Cheng's Dumplings http://t.co/nd9KQv6Slp
New York,dumplings,New salvation for not having great Mexican food in New York is eating dumplings on a daily basis #artistinnerdialogue
New York,dumplings,Heaven is on earth at Vanessa's dumplings
New York,dumplings,"Soup dumplings 5 minutes from the office? New favorite place! (@ China Blue in New York, NY) https://t.co/F7DDokPDd5 http://t.co/AgVArtGiKN"
New York,dumplings,Dumplings @MLystvak @TateIrby
New York,dumplings,WHITE PEOPLE: PLEASE STOP TELLING  EACH OTHER JOE'S SHANGHAI HAS GOOD SOUP DUMPLINGS http://t.co/DTcKBVkEwr
New York,sriracha,Currently craving the Give/Melt by theadamkatz slathered in our Sriracha Mayo. Loved being the… http://t.co/APS0fKl9cm
New York,sriracha,#HappyMonday we will be on wall btw hanover street &amp; william 1130-3! Get your sweet heat on #FIDI #thaietnamese #sriracha #foodtruck #food
New York,sriracha,"If I have to spend my Sunday night watching football, you can bet l'll be making some Sriracha-braised short ribs and honey cornbread."
New York,sriracha,Breakfast dreams do come true #sriracha #breakfast @tjmaxx http://t.co/xKqOMqID2T
New York,sriracha,"Sriracha butter ginger lime carrots. #thanksgiving #foodporn #nofilter @ Brooklyn, New York http://t.co/JHqmSo9Jag"
New York,sriracha,Holiday crisis: we are out of Sriracha sauce. http://t.co/T1SuUBMheE
New York,sriracha,“@Chezelia: My sriracha addiction is getting out of hand.” I can't eat anything without hot sauce I feel you
New York,sriracha,"Ryan and his one true love, sriracha. @ M2M Asian Convenience Store http://t.co/rqq1MUwral"
New York,sriracha,I think I am going to regret the amount of Sriracha I just put in my soup
New York,sriracha,Tabasco's take on sriracha is much sweeter than the classic Huy Fong one. Not as good. http://t.co/OedkiWKLvA
New York,sriracha,Happy tuesday #brooklyn we are @dumbolot jay &amp; water 11-3! last day this weekto get your sweet heat on! #thaietnamese #sriracha #fries #yum
New York,sriracha,#notsharing #sorrynotsorry #sriracha #popcorn @ Sunrise Mart http://t.co/kHChfPH8DW
New York,quinoa,This Mediterranean quinoa bowl has changed my immediate outlook on life for the better. Still deciding what that says about my life though.
New York,quinoa,"Jerk Chicken, Quinoa, and Mixed Veggies #dinner @ David's Kitchen http://t.co/Qb6CuDXePc"
New York,quinoa,Turkey and quinoa meatballs with kale over bucatini #sundaysupper #hayleyskitchen @ hayley's kitchen http://t.co/AMWxoCDtcA
New York,quinoa,#latepost: breaky this morning. #vegansofig 💪 #hemp and #quinoa pancakes + a pear/blueberry compote.… http://t.co/SeP64x7Efk
New York,quinoa,"Attempting to start the wk off right, dinner for the next few nights: dairy free quinoa enchilada bake #madetoomuch http://t.co/KfQp8br5bB"
New York,quinoa,"Post workout meal! Turkey, broccoli in garlic, and quinoa sweet potato salad. Yum😊 @ Whole Foods… http://t.co/Y4SzOGfsd2"
New York,quinoa,Yam &amp; Spinach Soup with Flax Quinoa Bread. Absolutely delicious! #soup #yamiam @ Somewhere in Brooklyn http://t.co/M61yeCg0s6
New York,quinoa,Homemade quinoa sliders 🍔 @ call me Martha Stewart http://t.co/Xs7KH45dpK
New York,quinoa,Quinoa spelt scones with fig jam? So fancy. Such organic. Wow. @ Le Pain Quotidien http://t.co/QZeqzIyj6p
New York,quinoa,Made some #quinoa cavatelli since my wife is on crazy diet for the week. Ground the quinoa in the… http://t.co/dZdJf1bF8Z
New York,quinoa,Just what you need #detox #digestive http://t.co/WQwi1irrnO http://t.co/xcF4IKTaty
New York,quinoa,Inwood Local Salad #dinner #redbeets #tomato #avocado #faro #quinoa #microgreens #redleaflettuce… http://t.co/WH7Jjh1NXd
New York,quinoa,And here's my version of my Mum's quinoa tabouleh recipe (because cumin and gluten free). They weren't… http://t.co/x1t4T9zVjS
New York,quinoa,Post-Thanksgiving chillin with some Cajun Tofu &amp; Dirty Quinoa from @AYINDE 's Lusty #Vegan: http://t.co/78jChv4QnH
New York,quinoa,Nina made me steak for dinner! Wohoo! #monday #dinner #steak #kale #quinoa #more #mashpotatoes #please… http://t.co/Z83qUqk413
New York,quinoa,"So does this make it healthy to drink again? Hehehe😂 #drinks#vodka#quinoa @ Upper West Side, NYC (UWS) http://t.co/bGitoeeJZT"
New York,quinoa,"From @unsqgreenmarket to the #hintofgreens table #farmtotable #dinner - tuna crudo, quinoa mushroom… http://t.co/LJGN6z2IJF"
New York,quinoa,Dinner is served. Some quinoa veggies with salmon. Took only. 25 minutes start to finish. Eating healthy is easy!! http://t.co/2hEzhpvNkl
New York,quinoa,@CarolynKegel they suffer and eat quinoa
New York,quinoa,.@wholefoodnlife I heard quinoa is a good substitute for Gold Bond?  True?
New York,quinoa,I want to let you know that there is quinoa in this soup and that a car just parked in front of the bus stop.
New York,quinoa,Gotta eat healthy before gorging myself on thanksgiving. #quinoa #tofu #greens @ Casa Le Pek http://t.co/XTs6Qhpxl8
New York,quinoa,"Quinoa porridge. Delish. (at @PeacefoodCafe in New York, NY) https://t.co/pYlzR8vLAC"
New York,quinoa,She can even taste the quinoa in it.
New York,quinoa,"@ontoprecords ""@POPSUGARFitness: Meet your new favorite post-workout meal http://t.co/sjsNGnwXbR http://t.co/ZY6ko0xSx6"""
New York,gluten-free,If a #gluten free #vegan does #crossfit - which one of them do they talk about first?
New York,gluten-free,"Breakfast at Tiffany's 💍 (Minus the breakfast, because nobody in America has gluten free pastries!)… http://t.co/UAenA5FiXq"
New York,gluten-free,A note about our gluten-free weddings: @ Transmitter Park http://t.co/pb4n606i23
New York,gluten-free,"Overheard in the West Village ... ""Mommy, can dogs be gluten-free?"""
New York,gluten-free,About to try salted Carmel gluten free brownie from Tribecas new @baked Baked On Church and White street http://t.co/5DgdPCjLLn
New York,gluten-free,@BlackAntNYC  amazing chicken dish! Gluten free friendly and amazing food! Must try! http://t.co/z0ifJZ2gxl
New York,gluten-free,"@daniisaacs21 “@JimmyTatro: You one of them gluten free, urth cafe, davey wayne's looking mofuckas”"
New York,gluten-free,"Smoked Salmon, avacado, scallions, and dill, on gluten free crackers, with lemon on the side #lepain… http://t.co/SH5mgPuHK2"
New York,gluten-free,Gluten-Free Nutty Cranberry Pie @ My Home http://t.co/epff64mL7v
New York,gluten-free,"Perfect gluten free option/! Meatballs, risotto and lobster and avocado are divine!!!! http://t.co/pt5vGuYADC"
New York,gluten-free,Why must @Big_meeeshh be gluten free??? Bitch cant eat shitt
New York,gluten-free,Coming to the blog this week... The recipe for this gluten-free Moscow Mule #fashionablehostess… http://t.co/ribLKWBqpm
New York,gluten-free,"Apple dumplings. No, they are not gluten free. No, they are not sugar free. Yes, I baked them. And… http://t.co/4XWwH8QpSD"
New York,gluten-free,And here's my version of my Mum's quinoa tabouleh recipe (because cumin and gluten free). They weren't… http://t.co/x1t4T9zVjS
New York,gluten-free,@B0DEWITZ just me and mom here. she's making pork shoulder stuffed with gluten-free apple sage stuffing
